event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,n_sym_tourists_in_window,days_since_earliest_exposure,max_severity_score,tourism_proximate,max_severity_in_window,linkage_confidence,attributed_source,age_category,immunocompromised
GHE-20383,G-0105,2016-04-29,Umubano,respiratory,moderate,12,1,1,maternal_intragroup,2,6.0,2,True,moderate,0.68,tourism_attributed,infant,False
GHE-20384,G-0105,2016-05-03,Umubano,respiratory,moderate,14,1,1,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20385,G-0105,2016-05-05,Umubano,respiratory,fatal,20,0,1,background_seasonal,4,3.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20387,G-0105,2016-05-10,Umubano,respiratory,fatal,19,0,1,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20388,G-0105,2016-05-12,Umubano,respiratory,severe,15,1,1,background_seasonal,4,3.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20390,G-0105,2016-05-11,Umubano,injury,severe,14,1,1,background_seasonal,4,2.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20391,G-0105,2016-05-16,Umubano,respiratory,mild,5,1,0,background_seasonal,6,0.0,1,True,mild,0.97,tourism_attributed,infant,False
GHE-20392,G-0105,2016-05-20,Umubano,respiratory,mild,4,1,1,maternal_intragroup,5,4.0,1,True,mild,0.93,tourism_attributed,infant,False
GHE-20393,G-0105,2016-05-24,Umubano,respiratory,mild,3,1,1,maternal_intragroup,4,3.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20394,G-0105,2016-05-31,Umubano,respiratory,moderate,13,1,1,maternal_intragroup,1,10.0,1,True,mild,0.49,tourism_possible,infant,False
GHE-20395,G-0105,2016-06-06,Umubano,respiratory,mild,7,1,1,maternal_intragroup,2,1.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20396,G-0105,2016-06-12,Umubano,respiratory,mild,5,1,0,tourism_linked,4,2.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20397,G-0105,2016-06-19,Umubano,respiratory,moderate,7,1,0,maternal_intragroup,3,9.0,2,True,moderate,0.74,tourism_attributed,infant,False
GHE-20398,G-0105,2016-07-01,Umubano,other,mild,5,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20399,G-0105,2016-07-08,Umubano,respiratory,mild,6,1,0,tourism_linked,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20400,G-0105,2016-08-20,Umubano,respiratory,moderate,8,1,0,maternal_intragroup,3,8.0,2,True,moderate,0.74,tourism_attributed,infant,False
GHE-20401,G-0105,2016-09-05,Umubano,respiratory,severe,22,1,1,maternal_intragroup,6,5.0,2,True,moderate,0.98,tourism_attributed,infant,False
GHE-20402,G-0105,2016-09-22,Umubano,respiratory,moderate,16,1,1,background_seasonal,1,3.0,2,True,moderate,0.62,tourism_attributed,infant,False
GHE-20403,G-0105,2016-09-30,Umubano,respiratory,fatal,20,0,0,background_seasonal,2,2.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20404,G-0105,2016-10-11,Umubano,respiratory,moderate,7,1,0,maternal_intragroup,6,0.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20405,G-0105,2016-10-21,Umubano,respiratory,moderate,12,1,1,tourism_linked,5,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20406,G-0105,2016-10-17,Umubano,respiratory,fatal,17,0,1,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20408,G-0105,2016-10-19,Umubano,respiratory,moderate,13,1,1,maternal_intragroup,4,4.0,2,True,moderate,0.88,tourism_attributed,infant,False
GHE-20409,G-0105,2016-10-24,Umubano,respiratory,mild,6,1,1,maternal_intragroup,3,4.0,2,True,moderate,0.78,tourism_attributed,infant,False
GHE-20411,G-0105,2016-11-09,Umubano,respiratory,severe,16,1,1,tourism_linked,5,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20412,G-0105,2016-11-17,Umubano,gastrointestinal,moderate,11,1,0,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20413,G-0105,2016-11-19,Umubano,respiratory,severe,28,1,1,background_seasonal,5,4.0,2,True,moderate,0.98,tourism_attributed,infant,False
GHE-20414,G-0105,2016-11-23,Umubano,gastrointestinal,mild,4,1,0,background_seasonal,2,8.0,1,True,mild,0.59,tourism_attributed,infant,False
GHE-20415,G-0105,2016-11-24,Umubano,respiratory,moderate,12,1,1,background_seasonal,2,9.0,1,True,mild,0.59,tourism_attributed,infant,False
GHE-20416,G-0105,2016-12-01,Umubano,respiratory,mild,3,1,0,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20417,G-0105,2016-12-03,Umubano,respiratory,moderate,18,1,0,maternal_intragroup,1,2.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20418,G-0105,2016-12-05,Umubano,respiratory,mild,3,1,0,background_seasonal,1,4.0,1,True,mild,0.53,tourism_attributed,infant,False
GHE-20419,G-0105,2016-12-17,Umubano,respiratory,fatal,11,0,1,tourism_linked,5,5.0,2,True,moderate,0.98,tourism_attributed,infant,False
GHE-20420,G-0105,2016-12-18,Umubano,respiratory,mild,5,1,0,background_seasonal,5,6.0,2,True,moderate,0.98,tourism_attributed,infant,False
GHE-20421,G-0105,2016-12-20,Umubano,dermatological,mild,3,1,0,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20422,G-0105,2016-12-27,Umubano,respiratory,moderate,10,1,0,maternal_intragroup,2,6.0,2,True,moderate,0.68,tourism_attributed,infant,False
GHE-20423,G-0105,2017-01-19,Umubano,respiratory,moderate,16,1,1,maternal_intragroup,2,0.0,1,True,mild,0.67,tourism_attributed,infant,False
GHE-20424,G-0105,2017-01-22,Umubano,respiratory,mild,8,1,0,tourism_linked,4,0.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20425,G-0105,2017-01-26,Umubano,respiratory,moderate,17,1,0,background_seasonal,4,4.0,1,True,mild,0.83,tourism_attributed,infant,False
GHE-20426,G-0105,2017-02-01,Umubano,respiratory,mild,7,1,1,maternal_intragroup,3,10.0,1,True,mild,0.69,tourism_attributed,infant,False
GHE-20427,G-0105,2017-02-12,Umubano,respiratory,severe,24,1,1,tourism_linked,2,9.0,1,True,mild,0.59,tourism_attributed,infant,False
GHE-20428,G-0105,2017-02-13,Umubano,respiratory,moderate,14,1,1,maternal_intragroup,2,10.0,1,True,mild,0.59,tourism_attributed,infant,False
GHE-20429,G-0105,2017-02-15,Umubano,respiratory,moderate,7,1,1,background_seasonal,3,1.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20430,G-0105,2017-02-17,Umubano,respiratory,mild,7,1,0,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20431,G-0105,2017-02-19,Umubano,respiratory,moderate,13,1,1,background_seasonal,2,0.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20432,G-0105,2017-02-20,Umubano,respiratory,mild,6,1,1,maternal_intragroup,2,1.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20433,G-0105,2017-02-22,Umubano,respiratory,mild,8,1,1,maternal_intragroup,2,3.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20434,G-0105,2017-02-21,Umubano,respiratory,mild,5,1,0,maternal_intragroup,2,2.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20435,G-0105,2017-03-01,Umubano,gastrointestinal,severe,24,1,1,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20436,G-0105,2017-03-05,Umubano,respiratory,moderate,14,1,0,background_seasonal,5,0.0,1,True,mild,0.97,tourism_attributed,infant,False
GHE-20437,G-0105,2017-03-11,Umubano,respiratory,severe,30,1,1,maternal_intragroup,4,6.0,1,True,mild,0.83,tourism_attributed,infant,False
GHE-20438,G-0105,2017-03-15,Umubano,other,moderate,14,1,1,background_seasonal,1,10.0,1,True,mild,0.49,tourism_possible,infant,False
GHE-20440,G-0105,2017-03-20,Umubano,respiratory,mild,7,1,1,maternal_intragroup,0,,0,False,none,0.0,non_tourism,infant,False
GHE-20441,G-0105,2017-03-21,Umubano,respiratory,moderate,17,1,0,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20443,G-0105,2017-03-23,Umubano,respiratory,severe,29,1,1,background_seasonal,1,2.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20444,G-0105,2017-03-29,Umubano,gastrointestinal,moderate,7,1,1,background_seasonal,2,3.0,1,True,mild,0.67,tourism_attributed,infant,False
GHE-20445,G-0105,2017-04-01,Umubano,respiratory,mild,7,1,1,maternal_intragroup,3,0.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20446,G-0105,2017-04-03,Umubano,respiratory,severe,32,1,1,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20447,G-0105,2017-04-08,Umubano,respiratory,mild,8,1,1,maternal_intragroup,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20448,G-0105,2017-04-19,Umubano,respiratory,mild,6,1,1,maternal_intragroup,3,3.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20449,G-0105,2017-04-22,Umubano,respiratory,severe,16,1,1,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20450,G-0105,2017-04-27,Umubano,respiratory,mild,4,1,0,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,infant,False
GHE-20451,G-0105,2017-04-28,Umubano,respiratory,moderate,11,1,0,background_seasonal,3,1.0,1,True,mild,0.77,tourism_attributed,infant,False
GHE-20452,G-0105,2017-05-05,Umubano,respiratory,mild,4,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20453,G-0105,2017-05-06,Umubano,respiratory,severe,34,1,1,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20454,G-0105,2017-05-13,Umubano,other,moderate,9,1,1,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20455,G-0105,2017-05-17,Umubano,respiratory,fatal,6,0,0,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,infant,False
GHE-20456,G-0105,2017-05-28,Umubano,respiratory,moderate,7,1,1,background_seasonal,2,1.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20457,G-0105,2017-06-01,Umubano,respiratory,moderate,17,1,1,maternal_intragroup,3,0.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20458,G-0105,2017-06-02,Umubano,respiratory,mild,3,1,0,background_seasonal,3,1.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20459,G-0105,2017-06-19,Umubano,respiratory,severe,26,1,1,tourism_linked,6,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20460,G-0105,2017-06-21,Umubano,other,fatal,9,0,0,background_seasonal,5,3.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20461,G-0105,2017-07-11,Umubano,respiratory,moderate,10,1,1,tourism_linked,3,8.0,1,True,mild,0.69,tourism_attributed,infant,False
GHE-20462,G-0105,2017-07-13,Umubano,respiratory,moderate,7,1,1,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20463,G-0105,2017-07-20,Umubano,respiratory,mild,4,1,1,maternal_intragroup,4,4.0,2,True,moderate,0.88,tourism_attributed,infant,False
GHE-20464,G-0105,2017-08-09,Umubano,respiratory,moderate,16,1,1,background_seasonal,3,6.0,2,True,moderate,0.78,tourism_attributed,infant,False
GHE-20465,G-0105,2017-08-21,Umubano,respiratory,moderate,13,1,0,maternal_intragroup,7,4.0,2,True,moderate,0.98,tourism_attributed,infant,False
GHE-20466,G-0105,2017-08-31,Umubano,respiratory,mild,5,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20467,G-0105,2017-09-13,Umubano,respiratory,moderate,10,1,1,background_seasonal,2,0.0,3,True,severe,0.8,tourism_attributed,infant,False
GHE-20468,G-0105,2017-09-14,Umubano,respiratory,mild,3,1,0,background_seasonal,2,1.0,3,True,severe,0.8,tourism_attributed,infant,False
GHE-20469,G-0105,2017-09-20,Umubano,respiratory,mild,3,1,1,maternal_intragroup,4,1.0,3,True,severe,1.0,tourism_attributed,infant,False
GHE-20470,G-0105,2017-10-06,Umubano,respiratory,mild,4,1,1,maternal_intragroup,4,0.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20471,G-0105,2017-10-27,Umubano,respiratory,mild,8,1,0,tourism_linked,4,7.0,2,True,moderate,0.88,tourism_attributed,infant,False
GHE-20472,G-0105,2017-11-03,Umubano,dermatological,mild,7,1,0,background_seasonal,1,14.0,1,True,mild,0.45,tourism_possible,infant,False
GHE-20473,G-0105,2017-11-04,Umubano,respiratory,moderate,15,1,1,maternal_intragroup,0,,0,False,none,0.0,non_tourism,infant,False
GHE-20475,G-0105,2017-11-07,Umubano,respiratory,moderate,15,1,1,background_seasonal,0,,0,False,none,0.0,non_tourism,infant,False
GHE-20476,G-0105,2017-11-25,Umubano,respiratory,moderate,9,1,1,tourism_linked,6,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20477,G-0105,2017-11-18,Umubano,respiratory,moderate,12,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20478,G-0105,2017-11-20,Umubano,respiratory,moderate,14,1,1,maternal_intragroup,5,0.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20479,G-0105,2017-12-08,Umubano,respiratory,moderate,16,1,0,tourism_linked,2,5.0,2,True,moderate,0.68,tourism_attributed,infant,False
GHE-20480,G-0105,2017-12-11,Umubano,respiratory,severe,35,1,1,maternal_intragroup,1,8.0,1,True,mild,0.49,tourism_possible,infant,False
GHE-20481,G-0105,2017-12-17,Umubano,respiratory,mild,8,1,0,background_seasonal,1,14.0,1,True,mild,0.45,tourism_possible,infant,False
GHE-20482,G-0105,2017-12-22,Umubano,respiratory,mild,8,1,1,maternal_intragroup,0,,0,False,none,0.0,non_tourism,infant,False
GHE-20484,G-0105,2017-12-31,Umubano,respiratory,moderate,18,1,1,background_seasonal,2,2.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20485,G-0105,2018-01-07,Umubano,gastrointestinal,mild,5,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20486,G-0105,2018-01-06,Umubano,respiratory,moderate,11,1,1,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20487,G-0105,2018-01-09,Umubano,respiratory,moderate,14,1,1,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20488,G-0105,2018-02-05,Umubano,respiratory,fatal,14,0,1,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20489,G-0105,2018-02-14,Umubano,respiratory,mild,3,1,0,maternal_intragroup,4,2.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20490,G-0105,2018-03-09,Umubano,respiratory,moderate,16,1,1,maternal_intragroup,3,4.0,2,True,moderate,0.78,tourism_attributed,infant,False
GHE-20491,G-0105,2018-03-14,Umubano,respiratory,severe,27,1,1,background_seasonal,1,9.0,2,True,moderate,0.54,tourism_attributed,infant,False
GHE-20492,G-0105,2018-03-19,Umubano,respiratory,mild,7,1,0,background_seasonal,2,1.0,3,True,severe,0.8,tourism_attributed,infant,False
GHE-20493,G-0105,2018-03-18,Umubano,respiratory,moderate,11,1,1,maternal_intragroup,2,0.0,3,True,severe,0.8,tourism_attributed,infant,False
GHE-20494,G-0105,2018-03-27,Umubano,respiratory,mild,8,1,0,background_seasonal,1,9.0,3,True,severe,0.62,tourism_attributed,infant,False
GHE-20495,G-0105,2018-04-06,Umubano,injury,mild,5,1,0,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20496,G-0105,2018-04-10,Umubano,respiratory,mild,7,1,0,background_seasonal,1,4.0,1,True,mild,0.53,tourism_attributed,infant,False
GHE-20497,G-0105,2018-04-07,Umubano,respiratory,mild,4,1,0,maternal_intragroup,1,1.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20498,G-0105,2018-04-17,Umubano,respiratory,mild,7,1,1,maternal_intragroup,3,5.0,1,True,mild,0.73,tourism_attributed,infant,False
GHE-20499,G-0105,2018-04-18,Umubano,injury,mild,5,1,0,background_seasonal,3,6.0,1,True,mild,0.73,tourism_attributed,infant,False
GHE-20500,G-0105,2018-04-19,Umubano,respiratory,mild,7,1,0,maternal_intragroup,3,7.0,1,True,mild,0.73,tourism_attributed,infant,False
GHE-20501,G-0105,2018-04-24,Umubano,respiratory,fatal,6,0,1,maternal_intragroup,2,12.0,1,True,mild,0.55,tourism_attributed,infant,False
GHE-20502,G-0105,2018-04-26,Umubano,respiratory,mild,4,1,1,maternal_intragroup,1,14.0,1,True,mild,0.45,tourism_possible,infant,False
GHE-20503,G-0105,2018-04-30,Umubano,respiratory,mild,5,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,infant,False
GHE-20504,G-0105,2018-05-04,Umubano,respiratory,fatal,11,0,1,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20505,G-0105,2018-05-26,Umubano,respiratory,severe,19,1,1,tourism_linked,9,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20506,G-0105,2018-05-28,Umubano,respiratory,mild,3,1,1,maternal_intragroup,9,3.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20507,G-0105,2018-07-10,Umubano,respiratory,mild,4,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,infant,False
GHE-20508,G-0105,2018-08-02,Umubano,respiratory,severe,28,1,0,maternal_intragroup,4,3.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20509,G-0105,2018-08-10,Umubano,respiratory,moderate,18,1,1,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20510,G-0105,2018-08-11,Umubano,respiratory,severe,20,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20511,G-0105,2018-08-22,Umubano,respiratory,severe,24,1,1,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20512,G-0105,2018-08-23,Umubano,injury,mild,7,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20513,G-0105,2018-08-25,Umubano,respiratory,moderate,16,1,1,maternal_intragroup,5,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20515,G-0105,2018-08-30,Umubano,respiratory,moderate,7,1,0,maternal_intragroup,4,0.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20516,G-0105,2018-09-01,Umubano,respiratory,moderate,7,1,1,tourism_linked,4,2.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20517,G-0105,2018-09-29,Umubano,respiratory,moderate,8,1,1,tourism_linked,4,10.0,1,True,mild,0.79,tourism_attributed,infant,False
GHE-20518,G-0105,2018-09-25,Umubano,respiratory,severe,27,1,1,background_seasonal,6,6.0,1,True,mild,0.93,tourism_attributed,infant,False
GHE-20519,G-0105,2018-10-03,Umubano,respiratory,mild,6,1,0,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20520,G-0105,2018-10-08,Umubano,dermatological,mild,6,1,0,background_seasonal,4,2.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20521,G-0105,2018-10-21,Umubano,respiratory,fatal,13,0,1,maternal_intragroup,3,3.0,1,True,mild,0.77,tourism_attributed,infant,False
GHE-20522,G-0105,2018-10-31,Umubano,respiratory,severe,27,1,0,background_seasonal,1,13.0,1,True,mild,0.45,tourism_possible,infant,False
GHE-20523,G-0105,2018-11-10,Umubano,respiratory,mild,4,1,0,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20524,G-0105,2018-11-16,Umubano,respiratory,mild,4,1,0,maternal_intragroup,1,6.0,1,True,mild,0.53,tourism_attributed,infant,False
GHE-20526,G-0105,2018-11-26,Umubano,respiratory,moderate,8,1,0,background_seasonal,2,1.0,1,True,mild,0.67,tourism_attributed,infant,False
GHE-20528,G-0105,2018-12-03,Umubano,injury,mild,3,1,0,background_seasonal,3,3.0,1,True,mild,0.77,tourism_attributed,infant,False
GHE-20529,G-0105,2018-12-11,Umubano,dermatological,mild,5,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20531,G-0105,2018-12-14,Umubano,respiratory,fatal,14,0,1,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20532,G-0105,2018-12-13,Umubano,respiratory,mild,5,1,0,maternal_intragroup,5,0.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20533,G-0105,2018-12-26,Umubano,respiratory,mild,3,1,0,tourism_linked,7,4.0,2,True,moderate,0.98,tourism_attributed,infant,False
GHE-20534,G-0105,2018-12-16,Umubano,respiratory,mild,6,1,0,maternal_intragroup,6,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20535,G-0105,2019-01-08,Umubano,respiratory,moderate,11,1,1,tourism_linked,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20536,G-0105,2019-01-27,Umubano,respiratory,moderate,10,1,1,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20537,G-0105,2019-02-04,Umubano,respiratory,mild,6,1,1,maternal_intragroup,1,8.0,1,True,mild,0.49,tourism_possible,infant,False
GHE-20538,G-0105,2019-02-15,Umubano,respiratory,moderate,14,1,1,background_seasonal,2,0.0,1,True,mild,0.67,tourism_attributed,infant,False
GHE-20539,G-0105,2019-02-18,Umubano,respiratory,moderate,15,1,1,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20541,G-0105,2019-03-03,Umubano,respiratory,moderate,15,1,1,maternal_intragroup,5,5.0,2,True,moderate,0.98,tourism_attributed,infant,False
GHE-20542,G-0105,2019-03-04,Umubano,respiratory,mild,6,1,0,background_seasonal,4,6.0,2,True,moderate,0.88,tourism_attributed,infant,False
GHE-20543,G-0105,2019-03-08,Umubano,respiratory,mild,5,1,0,background_seasonal,3,10.0,2,True,moderate,0.74,tourism_attributed,infant,False
GHE-20544,G-0105,2019-03-11,Umubano,gastrointestinal,fatal,14,0,0,background_seasonal,1,13.0,1,True,mild,0.45,tourism_possible,infant,False
GHE-20545,G-0105,2019-03-13,Umubano,respiratory,mild,8,1,0,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,infant,False
GHE-20546,G-0105,2019-03-20,Umubano,respiratory,moderate,11,1,1,maternal_intragroup,4,0.0,1,True,mild,0.87,tourism_attributed,infant,False
GHE-20547,G-0105,2019-03-21,Umubano,respiratory,mild,6,1,0,background_seasonal,5,0.0,1,True,mild,0.97,tourism_attributed,infant,False
GHE-20548,G-0105,2019-03-29,Umubano,respiratory,mild,4,1,0,background_seasonal,3,8.0,1,True,mild,0.69,tourism_attributed,infant,False
GHE-20549,G-0105,2019-03-31,Umubano,respiratory,mild,6,1,0,background_seasonal,2,10.0,1,True,mild,0.59,tourism_attributed,infant,False
GHE-20550,G-0105,2019-03-30,Umubano,gastrointestinal,mild,7,1,0,background_seasonal,2,9.0,1,True,mild,0.59,tourism_attributed,infant,False
GHE-20551,G-0105,2019-04-06,Umubano,respiratory,fatal,19,0,0,background_seasonal,2,2.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20552,G-0105,2019-04-12,Umubano,respiratory,mild,3,1,0,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,infant,False
GHE-20553,G-0105,2019-05-01,Umubano,respiratory,moderate,17,1,0,background_seasonal,4,4.0,2,True,moderate,0.88,tourism_attributed,infant,False
GHE-20554,G-0105,2019-05-12,Umubano,respiratory,moderate,13,1,1,maternal_intragroup,4,2.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20555,G-0105,2019-05-15,Umubano,respiratory,mild,8,1,1,maternal_intragroup,5,0.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20556,G-0105,2019-05-14,Umubano,respiratory,moderate,17,1,0,maternal_intragroup,4,4.0,2,True,moderate,0.88,tourism_attributed,infant,False
GHE-20557,G-0105,2019-05-20,Umubano,respiratory,mild,3,1,0,background_seasonal,5,2.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20558,G-0105,2019-05-25,Umubano,gastrointestinal,mild,4,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20559,G-0105,2019-06-07,Umubano,respiratory,mild,4,1,0,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20560,G-0105,2019-06-20,Umubano,respiratory,severe,15,1,1,tourism_linked,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20561,G-0105,2019-06-27,Umubano,respiratory,moderate,16,1,1,tourism_linked,8,0.0,3,True,severe,1.0,tourism_attributed,infant,False
GHE-20563,G-0105,2019-07-12,Umubano,respiratory,moderate,14,1,1,maternal_intragroup,2,3.0,3,True,severe,0.8,tourism_attributed,infant,False
GHE-20564,G-0105,2019-07-15,Umubano,respiratory,severe,15,1,1,background_seasonal,4,2.0,3,True,severe,1.0,tourism_attributed,infant,False
GHE-20565,G-0105,2019-07-21,Umubano,gastrointestinal,moderate,18,1,1,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20566,G-0105,2019-07-28,Umubano,respiratory,moderate,14,1,1,background_seasonal,2,2.0,1,True,mild,0.67,tourism_attributed,infant,False
GHE-20567,G-0105,2019-07-31,Umubano,respiratory,moderate,11,1,1,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,infant,False
GHE-20568,G-0105,2019-08-11,Umubano,respiratory,moderate,14,1,0,background_seasonal,3,1.0,2,True,moderate,0.82,tourism_attributed,infant,False
GHE-20569,G-0105,2019-08-14,Umubano,respiratory,mild,6,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,infant,False
GHE-20570,G-0105,2019-08-19,Umubano,respiratory,mild,3,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20571,G-0105,2019-09-28,Umubano,respiratory,mild,6,1,0,background_seasonal,2,0.0,2,True,moderate,0.72,tourism_attributed,infant,False
GHE-20572,G-0105,2019-10-13,Umubano,respiratory,severe,15,1,0,maternal_intragroup,4,0.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20573,G-0105,2019-10-16,Umubano,respiratory,moderate,7,1,0,maternal_intragroup,4,3.0,2,True,moderate,0.92,tourism_attributed,infant,False
GHE-20574,G-0105,2019-10-22,Umubano,respiratory,moderate,14,1,0,background_seasonal,2,9.0,2,True,moderate,0.64,tourism_attributed,infant,False
GHE-20575,G-0105,2019-11-09,Umubano,respiratory,severe,26,1,0,tourism_linked,3,3.0,1,True,mild,0.77,tourism_attributed,infant,False
GHE-20576,G-0105,2019-10-31,Umubano,respiratory,mild,8,1,0,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,infant,False
GHE-20578,G-0105,2019-11-05,Umubano,respiratory,severe,33,1,1,background_seasonal,4,3.0,2,True,moderate,0.92,tourism_attributed,infant,False
